date_time,buyer,price,volume,liquidity_taker
07/07/22 12:36,Trader 4,117.96,233.0,0.0
07/07/22 12:36,Trader 2,112.15,64.0,0.0
07/07/22 12:37,Trader 4,115.44,189.0,1.0
07/07/22 12:40,Trader 4,115.92,240.0,0.0
07/07/22 12:40,Trader 3,115.61,109.0,1.0
07/07/22 12:40,Trader 2,112.6,41.0,1.0
07/07/22 12:41,,115.08,116.0,1.0
07/07/22 12:49,Trader 3,115.56,87.0,1.0
07/07/22 12:49,Trader 1,116.75,89.0,0.0
07/07/22 12:50,Trader 3,115.23,80.0,1.0
07/07/22 12:51,Trader 3,113.35,,1.0
07/07/22 12:53,Trader 4,115.29,166.0,1.0
07/07/22 12:54,,116.66,118.0,1.0
07/07/22 12:55,Trader 4,114.92,,1.0
07/07/22 12:55,Trader 4,115.29,174.0,0.0
07/07/22 13:07,Trader 2,112.0,,1.0
07/07/22 13:07,,115.39,100.0,1.0
07/07/22 13:09,Trader 2,111.28,27.0,0.0
07/07/22 13:11,Trader 2,112.09,53.0,0.0
07/07/22 13:11,Trader 4,116.96,223.0,0.0
07/07/22 13:14,Trader 1,117.22,75.0,1.0
07/07/22 13:20,Trader 3,115.82,31.0,1.0
07/07/22 13:21,Trader 1,115.98,77.0,0.0
07/07/22 13:22,Trader 3,114.17,94.0,1.0
07/07/22 13:23,Trader 1,115.76,88.0,0.0
07/07/22 13:23,Trader 2,112.74,41.0,0.0
07/07/22 13:25,Trader 3,115.14,170.0,0.0
07/07/22 13:26,Trader 1,117.09,118.0,
07/07/22 13:27,Trader 3,113.45,124.0,0.0
07/07/22 13:28,Trader 2,111.98,61.0,0.0
07/07/22 13:28,Trader 2,111.22,55.0,1.0
07/07/22 13:32,Trader 1,115.0,78.0,1.0
07/07/22 13:33,Trader 2,113.14,47.0,0.0
07/07/22 13:33,Trader 1,116.18,131.0,0.0
07/07/22 13:34,Trader 3,116.45,137.0,0.0
07/07/22 13:36,Trader 1,114.82,114.0,0.0
07/07/22 13:37,Trader 3,114.77,99.0,0.0
07/07/22 13:38,Trader 4,,151.0,0.0
07/07/22 13:41,Trader 1,114.53,65.0,1.0
07/07/22 13:49,Trader 1,115.2,105.0,0.0
07/07/22 13:52,Trader 4,115.92,150.0,0.0
07/07/22 13:53,Trader 3,116.46,67.0,1.0
07/07/22 13:55,,117.63,86.0,
07/07/22 13:56,Trader 3,114.58,167.0,0.0
07/07/22 14:02,Trader 4,114.89,180.0,0.0
07/07/22 14:02,Trader 3,116.01,123.0,1.0
07/07/22 14:03,Trader 1,115.09,83.0,
07/07/22 14:03,Trader 3,116.27,141.0,1.0
07/07/22 14:04,Trader 2,112.74,58.0,0.0
07/07/22 14:09,Trader 1,116.72,70.0,0.0
07/07/22 14:10,Trader 2,112.52,50.0,1.0
07/07/22 14:14,Trader 2,111.3,,0.0
07/07/22 14:15,Trader 2,114.25,31.0,0.0
07/07/22 14:15,Trader 2,111.79,57.0,0.0
07/07/22 14:16,Trader 3,116.46,143.0,1.0
07/07/22 14:18,Trader 1,115.43,81.0,0.0
07/07/22 14:19,Trader 2,112.69,,
07/07/22 14:21,Trader 3,114.87,167.0,1.0
07/07/22 14:24,Trader 1,115.36,110.0,0.0
07/07/22 14:25,Trader 4,113.35,203.0,0.0
07/07/22 14:26,Trader 4,115.87,,0.0
07/07/22 14:27,Trader 4,116.51,207.0,0.0
07/07/22 14:28,Trader 4,115.73,172.0,0.0
07/07/22 14:31,Trader 1,116.64,105.0,0.0
07/07/22 14:31,Trader 4,117.32,201.0,1.0
07/07/22 14:33,Trader 1,114.27,128.0,0.0
07/07/22 14:34,Trader 2,109.46,58.0,0.0
07/07/22 14:34,Trader 3,114.27,104.0,0.0
07/07/22 14:37,Trader 3,115.45,126.0,0.0
07/07/22 14:39,Trader 4,114.99,252.0,
07/07/22 14:41,Trader 3,115.39,78.0,1.0
07/07/22 14:44,,112.02,47.0,1.0
07/07/22 14:45,Trader 4,115.45,191.0,1.0
07/07/22 14:45,Trader 4,114.9,200.0,0.0
07/07/22 14:45,Trader 2,,33.0,1.0
07/07/22 14:52,Trader 2,113.64,58.0,1.0
07/07/22 14:56,Trader 1,117.88,102.0,0.0
07/07/22 14:58,Trader 3,115.18,113.0,1.0
07/07/22 14:58,Trader 1,114.94,83.0,0.0
07/07/22 14:59,Trader 1,115.0,128.0,0.0
07/07/22 14:59,Trader 1,114.64,39.0,0.0
07/07/22 15:00,Trader 3,115.81,195.0,0.0
07/07/22 15:00,,114.67,133.0,
07/07/22 15:01,Trader 4,117.63,191.0,0.0
07/07/22 15:03,Trader 3,114.67,160.0,1.0
07/07/22 15:04,Trader 3,115.67,84.0,1.0
07/07/22 15:07,Trader 3,114.03,153.0,
07/07/22 15:07,Trader 1,114.86,93.0,0.0
07/07/22 15:10,Trader 2,112.69,27.0,0.0
07/07/22 15:15,Trader 3,116.08,37.0,1.0
07/07/22 15:17,Trader 1,114.83,124.0,0.0
,Trader 4,115.63,,1.0
07/07/22 15:19,Trader 1,116.08,123.0,0.0
07/07/22 15:23,Trader 2,112.95,60.0,0.0
07/07/22 15:28,Trader 1,114.28,59.0,1.0
,Trader 3,116.37,151.0,0.0
08/07/22 9:20,Trader 2,111.96,64.0,1.0
08/07/22 9:21,Trader 3,116.14,,0.0
08/07/22 9:22,Trader 2,112.87,57.0,1.0
08/07/22 9:22,Trader 2,111.99,46.0,1.0
08/07/22 9:24,Trader 4,116.85,189.0,0.0
08/07/22 9:24,Trader 2,111.72,32.0,0.0
08/07/22 9:25,Trader 3,115.74,125.0,1.0
08/07/22 9:26,Trader 2,111.63,45.0,1.0
08/07/22 9:29,Trader 4,116.03,177.0,0.0
08/07/22 9:33,Trader 2,112.05,56.0,0.0
08/07/22 9:34,Trader 1,114.52,80.0,0.0
08/07/22 9:35,Trader 2,112.01,44.0,0.0
08/07/22 9:36,Trader 1,116.29,105.0,0.0
08/07/22 9:41,Trader 3,114.4,129.0,0.0
08/07/22 9:42,Trader 3,115.03,152.0,1.0
08/07/22 9:43,Trader 3,115.41,103.0,1.0
08/07/22 9:43,Trader 3,114.34,,0.0
08/07/22 9:44,,114.85,112.0,1.0
08/07/22 9:49,Trader 3,115.82,67.0,0.0
,Trader 2,112.33,56.0,0.0
08/07/22 9:50,Trader 2,111.06,59.0,0.0
08/07/22 10:00,Trader 4,114.04,229.0,1.0
08/07/22 10:01,Trader 2,111.11,55.0,0.0
08/07/22 10:04,Trader 3,115.6,98.0,1.0
,Trader 2,110.56,61.0,0.0
08/07/22 10:15,Trader 1,115.54,133.0,0.0
08/07/22 10:15,Trader 2,111.39,52.0,0.0
08/07/22 10:16,Trader 3,114.21,159.0,0.0
08/07/22 10:19,Trader 1,114.82,125.0,0.0
08/07/22 10:20,Trader 1,114.54,72.0,0.0
08/07/22 10:21,Trader 3,116.79,99.0,1.0
08/07/22 10:24,Trader 3,113.91,39.0,0.0
08/07/22 10:25,Trader 1,115.5,100.0,1.0
08/07/22 10:28,Trader 4,,226.0,0.0
08/07/22 10:28,Trader 1,,113.0,1.0
08/07/22 10:29,Trader 1,115.87,80.0,1.0
08/07/22 10:34,,116.72,190.0,0.0
08/07/22 10:34,Trader 1,,87.0,0.0
08/07/22 10:35,,115.4,209.0,0.0
08/07/22 10:40,Trader 4,115.59,186.0,0.0
,Trader 2,111.45,48.0,1.0
08/07/22 10:41,Trader 3,113.62,135.0,0.0
08/07/22 10:41,Trader 2,113.14,52.0,1.0
08/07/22 10:41,Trader 2,112.95,30.0,1.0
08/07/22 10:42,Trader 1,115.34,65.0,0.0
08/07/22 10:43,Trader 3,114.46,65.0,1.0
08/07/22 10:44,Trader 3,115.48,92.0,1.0
08/07/22 10:45,,114.3,224.0,0.0
08/07/22 10:50,Trader 1,114.25,,0.0
08/07/22 10:50,Trader 1,115.48,71.0,1.0
08/07/22 10:50,Trader 3,114.78,144.0,1.0
08/07/22 10:51,,113.17,53.0,0.0
08/07/22 10:52,Trader 4,115.7,253.0,0.0
,Trader 4,117.65,179.0,1.0
08/07/22 10:55,Trader 1,115.49,118.0,0.0
08/07/22 10:56,,115.87,130.0,0.0
08/07/22 10:58,Trader 2,110.44,57.0,0.0
08/07/22 11:01,Trader 2,113.02,46.0,1.0
08/07/22 11:02,Trader 3,115.67,149.0,1.0
08/07/22 11:03,Trader 3,114.8,131.0,1.0
08/07/22 11:08,,110.47,57.0,0.0
08/07/22 11:08,Trader 1,115.16,88.0,0.0
,Trader 3,115.48,130.0,1.0
08/07/22 11:10,Trader 4,115.7,273.0,0.0
08/07/22 11:16,,,198.0,0.0
08/07/22 11:20,Trader 1,115.11,112.0,0.0
08/07/22 11:24,,116.91,147.0,0.0
08/07/22 11:27,Trader 2,110.58,42.0,0.0
08/07/22 11:33,Trader 4,115.88,204.0,0.0
08/07/22 11:33,Trader 1,116.62,108.0,0.0
08/07/22 11:34,Trader 2,112.13,51.0,1.0
08/07/22 11:36,Trader 2,111.01,58.0,0.0
08/07/22 11:38,Trader 2,110.9,58.0,1.0
08/07/22 11:40,,114.32,210.0,1.0
08/07/22 11:40,Trader 1,115.34,111.0,
08/07/22 11:41,Trader 2,113.35,65.0,0.0
08/07/22 11:42,Trader 1,114.21,91.0,0.0
08/07/22 11:46,,114.18,219.0,0.0
08/07/22 11:50,Trader 2,112.5,52.0,0.0
,Trader 4,116.88,239.0,0.0
,Trader 1,115.7,87.0,1.0
08/07/22 11:53,,115.41,37.0,1.0
08/07/22 11:55,Trader 3,115.59,160.0,
08/07/22 11:55,Trader 1,115.37,116.0,0.0
08/07/22 11:56,Trader 2,110.19,64.0,1.0
08/07/22 11:57,Trader 4,115.59,137.0,0.0
08/07/22 11:59,Trader 2,113.98,47.0,1.0
08/07/22 12:00,,115.27,172.0,0.0
08/07/22 12:02,Trader 3,,164.0,1.0
08/07/22 12:03,Trader 2,111.3,59.0,1.0
08/07/22 12:05,,116.39,85.0,1.0
08/07/22 12:06,Trader 2,112.82,41.0,1.0
08/07/22 12:07,Trader 3,116.93,171.0,1.0
08/07/22 12:09,Trader 3,113.42,165.0,1.0
08/07/22 12:10,Trader 3,113.98,189.0,
08/07/22 12:18,Trader 3,115.96,68.0,0.0
08/07/22 12:18,Trader 4,116.15,173.0,0.0
,Trader 4,117.25,163.0,
08/07/22 12:26,Trader 1,116.29,99.0,0.0
08/07/22 12:27,Trader 1,115.83,83.0,1.0
08/07/22 12:30,Trader 2,111.98,73.0,1.0
08/07/22 12:37,Trader 3,,118.0,1.0
08/07/22 12:38,Trader 4,116.44,234.0,0.0
08/07/22 12:42,Trader 1,116.22,110.0,0.0
08/07/22 12:42,Trader 4,116.69,185.0,0.0
08/07/22 12:43,Trader 1,,83.0,1.0
08/07/22 12:44,Trader 1,117.29,93.0,0.0
08/07/22 12:45,Trader 2,111.75,45.0,0.0
08/07/22 12:46,Trader 2,113.66,60.0,0.0
08/07/22 12:46,Trader 4,,196.0,0.0
08/07/22 12:48,Trader 1,116.03,113.0,0.0
08/07/22 12:50,Trader 4,114.95,218.0,0.0
08/07/22 12:50,Trader 1,115.23,95.0,0.0
08/07/22 12:53,Trader 1,114.36,84.0,0.0
08/07/22 12:56,Trader 2,111.66,64.0,0.0
08/07/22 13:00,Trader 2,111.62,76.0,1.0
08/07/22 13:01,Trader 1,115.04,102.0,0.0
08/07/22 13:08,,115.09,117.0,1.0
,Trader 4,114.36,174.0,0.0
08/07/22 13:11,Trader 1,115.32,85.0,1.0
08/07/22 13:13,Trader 1,115.07,101.0,0.0
08/07/22 13:15,Trader 3,114.86,84.0,1.0
08/07/22 13:21,Trader 3,115.39,149.0,1.0
08/07/22 13:22,Trader 2,112.95,51.0,0.0
08/07/22 13:23,Trader 2,111.57,,1.0
08/07/22 13:24,Trader 3,113.05,110.0,0.0
08/07/22 13:27,Trader 2,112.88,50.0,1.0
08/07/22 13:27,Trader 2,112.32,61.0,1.0
,Trader 3,115.25,184.0,1.0
08/07/22 13:34,Trader 2,112.52,35.0,1.0
08/07/22 13:34,Trader 1,114.28,96.0,1.0
08/07/22 13:35,Trader 2,111.47,42.0,1.0
08/07/22 13:37,Trader 4,115.65,198.0,0.0
08/07/22 13:40,Trader 4,114.94,180.0,0.0
08/07/22 13:40,Trader 3,115.33,116.0,0.0
08/07/22 13:41,Trader 1,116.12,102.0,1.0
08/07/22 13:47,Trader 1,115.64,101.0,
08/07/22 13:47,Trader 2,112.02,45.0,1.0
08/07/22 13:48,Trader 4,115.48,164.0,0.0
08/07/22 13:49,Trader 2,112.22,58.0,1.0
08/07/22 13:53,Trader 4,115.03,206.0,0.0
08/07/22 13:58,Trader 2,111.84,20.0,0.0
08/07/22 13:58,,116.28,20.0,1.0
08/07/22 14:01,Trader 2,111.51,45.0,1.0
08/07/22 14:03,Trader 3,114.64,156.0,0.0
08/07/22 14:03,Trader 2,111.96,43.0,1.0
08/07/22 14:03,Trader 3,114.68,141.0,0.0
08/07/22 14:04,Trader 2,110.66,61.0,0.0
08/07/22 14:06,Trader 3,115.37,27.0,0.0
08/07/22 14:07,Trader 2,112.98,69.0,0.0
08/07/22 14:09,Trader 3,115.02,75.0,1.0
08/07/22 14:09,Trader 1,116.66,,0.0
08/07/22 14:11,Trader 2,111.11,50.0,0.0
08/07/22 14:12,Trader 1,115.83,105.0,1.0
08/07/22 14:13,Trader 3,114.96,130.0,1.0
08/07/22 14:13,Trader 1,114.64,97.0,0.0
08/07/22 14:13,Trader 2,112.55,52.0,1.0
08/07/22 14:14,Trader 2,111.81,50.0,1.0
08/07/22 14:15,Trader 3,116.5,108.0,1.0
,Trader 2,,55.0,1.0
08/07/22 14:18,Trader 2,113.04,25.0,0.0
08/07/22 14:19,Trader 2,111.89,43.0,1.0
08/07/22 14:23,Trader 2,113.38,55.0,0.0
08/07/22 14:25,Trader 3,116.43,168.0,1.0
08/07/22 14:30,Trader 4,,,0.0
08/07/22 14:33,Trader 1,116.41,82.0,0.0
08/07/22 14:34,Trader 2,112.63,54.0,1.0
08/07/22 14:34,Trader 2,112.9,56.0,1.0
08/07/22 14:37,Trader 2,112.25,70.0,0.0
08/07/22 14:37,Trader 4,116.84,158.0,0.0
08/07/22 14:43,Trader 1,115.68,90.0,0.0
08/07/22 14:51,Trader 4,115.0,193.0,0.0
08/07/22 14:52,Trader 1,118.33,91.0,1.0
08/07/22 14:54,Trader 3,115.84,95.0,1.0
08/07/22 14:54,Trader 4,115.82,221.0,0.0
08/07/22 14:55,Trader 1,117.32,108.0,0.0
08/07/22 14:56,,112.87,57.0,0.0
08/07/22 14:56,Trader 2,112.05,34.0,1.0
08/07/22 14:57,Trader 4,115.31,199.0,0.0
08/07/22 14:59,Trader 4,116.78,231.0,1.0
08/07/22 15:01,Trader 4,115.37,201.0,
08/07/22 15:04,Trader 2,112.51,46.0,1.0
08/07/22 15:05,Trader 3,113.11,123.0,1.0
08/07/22 15:06,Trader 2,112.81,37.0,0.0
08/07/22 15:10,Trader 2,113.88,48.0,1.0
08/07/22 15:11,Trader 4,,258.0,0.0
08/07/22 15:13,Trader 4,117.05,165.0,0.0
08/07/22 15:14,Trader 2,112.11,46.0,0.0
08/07/22 15:16,Trader 2,112.3,63.0,0.0
08/07/22 15:17,Trader 2,112.56,37.0,1.0
08/07/22 15:19,,114.84,103.0,1.0
08/07/22 15:21,Trader 2,113.65,56.0,0.0
08/07/22 15:22,Trader 3,116.51,135.0,1.0
08/07/22 15:22,Trader 4,117.17,209.0,0.0
08/07/22 15:24,Trader 1,114.38,114.0,0.0
08/07/22 15:25,Trader 3,115.34,98.0,1.0
,Trader 2,113.48,54.0,0.0
08/07/22 15:26,Trader 1,116.34,83.0,0.0
08/07/22 15:29,Trader 1,115.89,75.0,0.0
,Trader 3,114.28,127.0,0.0
09/07/22 9:20,Trader 2,112.83,,1.0
09/07/22 9:23,Trader 4,115.53,217.0,0.0
09/07/22 9:24,Trader 4,115.57,211.0,0.0
09/07/22 9:25,Trader 1,115.98,110.0,1.0
09/07/22 9:25,Trader 1,113.93,102.0,0.0
09/07/22 9:35,Trader 1,114.2,71.0,0.0
09/07/22 9:36,Trader 3,114.66,120.0,0.0
09/07/22 9:37,Trader 4,115.75,183.0,0.0
09/07/22 9:38,Trader 1,115.01,,0.0
09/07/22 9:39,Trader 1,116.94,,1.0
09/07/22 9:43,Trader 4,116.64,250.0,0.0
,Trader 3,,206.0,1.0
09/07/22 9:47,Trader 3,115.04,115.0,0.0
09/07/22 9:47,Trader 1,115.16,90.0,0.0
,Trader 3,116.4,105.0,1.0
09/07/22 9:48,Trader 1,117.62,112.0,1.0
09/07/22 9:58,Trader 3,116.99,,1.0
09/07/22 9:58,Trader 2,112.15,46.0,1.0
09/07/22 10:02,Trader 1,114.47,84.0,
09/07/22 10:04,Trader 2,111.61,64.0,1.0
09/07/22 10:05,Trader 1,115.27,120.0,1.0
09/07/22 10:11,Trader 4,117.01,220.0,0.0
09/07/22 10:13,Trader 3,113.77,126.0,1.0
09/07/22 10:14,Trader 1,115.77,69.0,0.0
09/07/22 10:15,Trader 2,113.36,54.0,1.0
09/07/22 10:18,Trader 3,114.98,123.0,0.0
09/07/22 10:19,Trader 4,115.61,,1.0
09/07/22 10:21,Trader 1,116.18,59.0,1.0
09/07/22 10:26,Trader 1,114.28,138.0,0.0
09/07/22 10:27,Trader 2,111.06,49.0,0.0
09/07/22 10:29,Trader 2,113.76,49.0,1.0
09/07/22 10:30,,,189.0,0.0
09/07/22 10:31,,114.58,98.0,0.0
09/07/22 10:31,Trader 2,111.47,56.0,
,Trader 3,115.73,166.0,1.0
09/07/22 10:36,,110.41,32.0,1.0
09/07/22 10:37,Trader 3,113.97,205.0,0.0
09/07/22 10:38,Trader 3,113.89,211.0,1.0
09/07/22 10:39,Trader 2,111.03,46.0,
09/07/22 10:40,Trader 2,111.13,42.0,1.0
09/07/22 10:40,Trader 1,115.69,98.0,0.0
09/07/22 10:43,Trader 3,114.74,19.0,1.0
09/07/22 10:46,Trader 2,110.77,53.0,1.0
09/07/22 10:49,Trader 3,114.97,103.0,0.0
09/07/22 10:52,Trader 3,113.92,93.0,0.0
09/07/22 10:53,Trader 1,114.53,95.0,1.0
,Trader 4,115.88,208.0,0.0
09/07/22 10:53,Trader 4,115.27,177.0,0.0
09/07/22 10:56,Trader 3,115.1,112.0,1.0
09/07/22 10:56,Trader 1,116.79,55.0,1.0
,Trader 4,117.57,153.0,0.0
09/07/22 10:57,Trader 3,115.2,,1.0
09/07/22 10:58,Trader 4,115.5,184.0,1.0
09/07/22 11:00,Trader 1,114.7,70.0,0.0
09/07/22 11:05,Trader 4,118.05,,1.0
09/07/22 11:09,Trader 2,112.8,41.0,1.0
09/07/22 11:15,Trader 2,111.97,38.0,1.0
09/07/22 11:15,Trader 4,115.01,207.0,0.0
09/07/22 11:16,,117.94,248.0,0.0
,Trader 3,116.3,39.0,1.0
09/07/22 11:19,Trader 1,114.23,84.0,0.0
09/07/22 11:19,Trader 4,115.7,234.0,0.0
09/07/22 11:20,Trader 3,116.84,76.0,1.0
09/07/22 11:20,Trader 4,,207.0,0.0
09/07/22 11:21,Trader 3,113.96,129.0,1.0
09/07/22 11:26,Trader 1,114.94,105.0,1.0
09/07/22 11:27,,109.88,52.0,1.0
09/07/22 11:31,Trader 1,114.52,106.0,0.0
09/07/22 11:35,Trader 3,116.16,100.0,1.0
09/07/22 11:38,Trader 4,114.77,197.0,0.0
09/07/22 11:38,Trader 2,112.29,42.0,0.0
09/07/22 11:46,Trader 4,115.87,207.0,0.0
09/07/22 11:47,Trader 1,116.42,83.0,0.0
09/07/22 11:47,Trader 3,114.93,124.0,1.0
09/07/22 11:47,Trader 2,113.17,55.0,0.0
09/07/22 11:48,Trader 4,115.37,220.0,0.0
09/07/22 11:50,Trader 4,115.92,237.0,0.0
,Trader 3,114.43,129.0,1.0
09/07/22 11:54,Trader 4,117.15,200.0,1.0
09/07/22 11:54,Trader 1,115.56,91.0,0.0
09/07/22 11:56,Trader 2,110.35,76.0,0.0
09/07/22 11:56,Trader 4,116.78,151.0,
09/07/22 11:56,Trader 3,113.31,64.0,1.0
09/07/22 11:56,Trader 4,114.69,175.0,1.0
09/07/22 11:59,Trader 4,116.34,177.0,0.0
09/07/22 12:00,,114.76,,0.0
09/07/22 12:01,Trader 3,114.79,134.0,1.0
09/07/22 12:01,Trader 1,,105.0,0.0
09/07/22 12:01,Trader 4,116.38,210.0,0.0
09/07/22 12:02,,116.72,219.0,1.0
,Trader 1,115.49,138.0,1.0
09/07/22 12:04,,116.9,204.0,0.0
09/07/22 12:04,,116.86,263.0,0.0
09/07/22 12:07,Trader 3,116.53,150.0,0.0
,Trader 2,110.64,57.0,0.0
09/07/22 12:12,,109.58,53.0,1.0
09/07/22 12:13,Trader 2,111.19,47.0,0.0
09/07/22 12:14,Trader 2,112.17,51.0,0.0
09/07/22 12:17,Trader 2,112.47,43.0,0.0
09/07/22 12:19,Trader 4,115.72,182.0,1.0
09/07/22 12:22,Trader 4,115.9,213.0,0.0
09/07/22 12:29,Trader 4,115.53,162.0,0.0
09/07/22 12:34,Trader 2,111.58,61.0,1.0
,Trader 3,114.77,156.0,
09/07/22 12:45,Trader 2,109.71,33.0,0.0
09/07/22 12:46,Trader 1,,55.0,1.0
09/07/22 12:49,Trader 3,115.14,98.0,1.0
09/07/22 12:51,Trader 2,111.99,42.0,1.0
09/07/22 12:54,,116.08,,1.0
09/07/22 13:01,Trader 2,112.63,50.0,1.0
09/07/22 13:03,Trader 2,111.56,36.0,1.0
09/07/22 13:03,Trader 2,109.79,53.0,0.0
09/07/22 13:03,Trader 4,117.2,157.0,0.0
09/07/22 13:06,Trader 2,112.38,56.0,1.0
,Trader 4,115.31,201.0,1.0
09/07/22 13:07,Trader 2,114.07,37.0,1.0
09/07/22 13:08,Trader 3,114.8,165.0,0.0
09/07/22 13:09,Trader 1,116.01,115.0,0.0
09/07/22 13:09,Trader 1,115.99,93.0,0.0
09/07/22 13:09,Trader 2,112.2,52.0,0.0
09/07/22 13:11,Trader 1,114.21,72.0,1.0
09/07/22 13:12,Trader 3,113.77,106.0,1.0
09/07/22 13:12,Trader 1,115.72,100.0,1.0
09/07/22 13:14,Trader 2,111.12,66.0,1.0
09/07/22 13:16,Trader 4,116.09,170.0,0.0
09/07/22 13:19,Trader 2,110.21,43.0,1.0
09/07/22 13:22,Trader 2,112.32,55.0,0.0
,Trader 2,112.65,63.0,1.0
09/07/22 13:22,Trader 4,118.81,222.0,0.0
09/07/22 13:26,Trader 1,114.47,110.0,1.0
09/07/22 13:27,Trader 2,112.5,39.0,1.0
09/07/22 13:28,Trader 3,114.31,153.0,1.0
09/07/22 13:30,Trader 3,114.44,158.0,1.0
09/07/22 13:30,Trader 1,114.27,116.0,1.0
09/07/22 13:31,Trader 1,115.57,111.0,0.0
09/07/22 13:31,Trader 3,114.67,23.0,1.0
09/07/22 13:34,Trader 4,116.85,187.0,0.0
09/07/22 13:35,Trader 2,111.47,,
09/07/22 13:42,Trader 4,116.14,226.0,0.0
09/07/22 13:42,Trader 3,116.93,135.0,1.0
09/07/22 13:44,Trader 4,117.41,261.0,0.0
09/07/22 13:45,Trader 4,116.83,187.0,0.0
09/07/22 13:47,Trader 2,112.68,38.0,1.0
09/07/22 13:48,Trader 3,113.76,149.0,1.0
09/07/22 13:48,Trader 1,114.62,97.0,0.0
09/07/22 13:49,Trader 4,115.36,209.0,0.0
09/07/22 13:49,Trader 1,115.44,,0.0
09/07/22 13:56,Trader 3,115.04,123.0,0.0
,Trader 1,117.24,68.0,1.0
09/07/22 14:00,Trader 1,114.46,93.0,0.0
09/07/22 14:04,Trader 3,115.25,141.0,0.0
09/07/22 14:05,Trader 2,113.46,50.0,0.0
09/07/22 14:09,Trader 1,115.52,144.0,0.0
09/07/22 14:09,Trader 1,114.9,76.0,0.0
09/07/22 14:09,Trader 4,114.73,161.0,1.0
09/07/22 14:09,Trader 2,112.88,41.0,1.0
09/07/22 14:09,Trader 1,114.52,114.0,0.0
09/07/22 14:11,Trader 2,112.72,54.0,1.0
09/07/22 14:13,Trader 1,115.15,106.0,0.0
09/07/22 14:13,Trader 2,113.18,41.0,1.0
09/07/22 14:18,Trader 4,,184.0,0.0
09/07/22 14:21,Trader 1,115.95,78.0,0.0
09/07/22 14:23,Trader 1,,110.0,0.0
09/07/22 14:24,,,72.0,0.0
09/07/22 14:24,Trader 1,115.06,102.0,0.0
09/07/22 14:24,Trader 3,115.1,163.0,0.0
09/07/22 14:31,Trader 4,117.09,194.0,0.0
09/07/22 14:33,Trader 4,115.86,221.0,1.0
09/07/22 14:33,Trader 2,,53.0,0.0
09/07/22 14:33,Trader 3,114.39,151.0,0.0
09/07/22 14:36,Trader 4,116.1,218.0,0.0
09/07/22 14:36,Trader 4,116.11,162.0,0.0
09/07/22 14:36,Trader 3,115.38,143.0,1.0
09/07/22 14:38,Trader 1,113.94,111.0,1.0
09/07/22 14:39,Trader 4,116.12,172.0,0.0
09/07/22 14:43,,114.43,219.0,0.0
09/07/22 14:43,Trader 4,117.65,176.0,1.0
09/07/22 14:45,,112.4,46.0,0.0
09/07/22 14:48,Trader 4,116.45,203.0,0.0
09/07/22 14:49,Trader 1,114.74,81.0,0.0
09/07/22 14:52,Trader 3,115.1,124.0,1.0
09/07/22 14:52,Trader 2,111.81,,1.0
09/07/22 14:56,Trader 1,115.46,79.0,0.0
09/07/22 14:56,Trader 1,,73.0,1.0
09/07/22 14:57,Trader 3,116.51,138.0,1.0
09/07/22 15:00,,116.66,202.0,0.0
09/07/22 15:02,Trader 2,113.51,54.0,1.0
09/07/22 15:02,Trader 2,112.05,50.0,0.0
09/07/22 15:03,Trader 2,111.39,53.0,0.0
09/07/22 15:10,Trader 2,113.2,53.0,0.0
09/07/22 15:12,Trader 1,113.88,108.0,1.0
09/07/22 15:13,Trader 3,115.53,114.0,1.0
09/07/22 15:14,Trader 4,115.3,193.0,0.0
09/07/22 15:18,Trader 2,111.86,56.0,0.0
09/07/22 15:20,Trader 2,112.91,41.0,1.0
09/07/22 15:21,Trader 3,114.38,163.0,1.0
09/07/22 15:22,Trader 1,115.8,,
09/07/22 15:23,Trader 2,112.15,53.0,0.0
09/07/22 15:28,Trader 1,114.7,96.0,0.0
10/07/22 9:17,Trader 4,117.19,262.0,0.0
10/07/22 9:21,,111.47,44.0,0.0
10/07/22 9:26,Trader 2,113.54,49.0,1.0
10/07/22 9:29,Trader 2,112.65,57.0,1.0
10/07/22 9:29,Trader 4,117.91,223.0,0.0
10/07/22 9:31,Trader 2,113.51,51.0,1.0
10/07/22 9:32,Trader 4,115.29,175.0,0.0
10/07/22 9:33,Trader 1,115.07,105.0,1.0
10/07/22 9:33,Trader 3,114.68,50.0,0.0
10/07/22 9:35,Trader 3,115.14,94.0,1.0
10/07/22 9:36,Trader 2,111.49,,0.0
10/07/22 9:37,Trader 2,111.71,59.0,0.0
10/07/22 9:37,,110.48,35.0,0.0
10/07/22 9:41,Trader 3,114.97,94.0,0.0
10/07/22 9:42,Trader 2,112.0,60.0,0.0
10/07/22 9:45,Trader 1,115.23,89.0,1.0
10/07/22 9:46,Trader 2,111.68,58.0,0.0
10/07/22 9:46,Trader 4,115.5,,0.0
10/07/22 9:47,Trader 1,115.43,113.0,1.0
10/07/22 9:47,Trader 2,110.33,49.0,1.0
10/07/22 9:50,Trader 3,115.22,139.0,1.0
10/07/22 9:51,Trader 4,117.48,168.0,0.0
10/07/22 9:52,Trader 2,112.83,21.0,1.0
10/07/22 9:56,Trader 3,114.6,103.0,1.0
10/07/22 9:59,Trader 1,116.75,101.0,0.0
10/07/22 10:00,Trader 2,111.08,55.0,0.0
10/07/22 10:01,Trader 4,116.42,191.0,0.0
10/07/22 10:04,Trader 4,117.67,174.0,0.0
