avg_vol,avg_buy_vol,avg_value,perc_ret,avg_num_trades,anomaly,avg_num_orders
10175.6,3436.8,799840.25,12.2,19.0,0.0,28.0
11277.8,6309.6,799454.47,10.13,14.0,0.0,22.0
10246.5,5959.3,800680.58,17.4,18.0,0.0,28.0
11249.2,4553.2,799969.22,2.7,13.0,0.0,19.0
20967.0,15110.3,998559.38,14.77,11.0,1.0,20.0
10799.6,7714.0,800016.08,9.57,12.0,0.0,19.0
10202.0,4129.4,800636.07,5.57,14.0,0.0,21.0
10163.7,4757.5,800212.78,13.47,14.0,0.0,22.0
8905.5,4912.0,801044.29,7.78,19.0,0.0,27.0
9728.6,5641.0,798490.56,18.02,13.0,0.0,22.0
9381.4,3958.6,798455.66,7.79,18.0,0.0,26.0
8829.4,5934.5,801084.28,10.36,13.0,0.0,20.0
9038.4,6541.6,801283.47,7.59,17.0,0.0,24.0
9181.1,5537.8,800143.24,10.43,14.0,0.0,21.0
10295.5,7068.1,800720.49,5.99,12.0,0.0,18.0
10698.2,6551.6,800652.48,6.38,13.0,0.0,20.0
8973.0,3932.0,799729.59,11.4,19.0,0.0,28.0
21987.0,18003.8,999691.06,13.39,7.0,1.0,15.0
8238.9,5598.2,799903.43,11.06,13.0,0.0,20.0
9391.5,2536.4,800225.74,4.82,19.0,0.0,26.0
10684.5,5342.2,800254.72,14.92,17.0,0.0,26.0
10285.4,6988.8,799675.88,10.47,21.0,0.0,30.0
11039.7,7408.2,800235.53,1.22,17.0,0.0,23.0
20302.8,3241.6,1000617.95,17.27,8.0,1.0,17.0
9408.6,3841.4,799546.31,11.16,15.0,0.0,23.0
9890.1,6071.5,799234.57,11.55,16.0,0.0,24.0
9770.7,3701.9,799548.1,6.55,19.0,0.0,27.0
10034.5,3602.1,799434.74,5.49,17.0,0.0,24.0
11042.9,4547.1,800080.71,11.64,18.0,0.0,27.0
11163.7,6413.2,800452.63,19.51,19.0,0.0,29.0
8274.8,3626.0,798104.57,11.5,19.0,0.0,28.0
8567.9,2968.0,799971.38,11.16,11.0,0.0,18.0
9806.1,7245.8,801953.37,17.28,14.0,0.0,23.0
8813.2,5315.9,800356.87,6.34,12.0,0.0,18.0
10559.4,5001.8,799821.54,11.89,14.0,0.0,22.0
11132.3,218.3,798634.81,2.22,8.0,0.0,13.0
10210.5,6537.7,799668.31,10.58,17.0,0.0,25.0
9570.4,5056.1,799039.0,10.62,17.0,0.0,25.0
10913.8,7070.9,799530.81,7.88,13.0,0.0,20.0
10519.9,6190.7,799933.74,14.24,13.0,0.0,21.0
10775.2,3955.5,799900.33,12.47,19.0,0.0,28.0
9626.6,5744.9,800305.95,16.26,13.0,0.0,21.0
19911.5,14222.5,1000316.49,13.84,12.0,1.0,21.0
10939.6,1426.9,800887.92,8.74,14.0,0.0,21.0
10554.0,5141.7,798904.82,7.12,8.0,0.0,14.0
8436.4,477.5,801175.55,3.2,17.0,0.0,24.0
18531.3,6802.6,999365.38,13.39,9.0,1.0,17.0
8150.8,3860.9,800761.9,3.79,15.0,0.0,21.0
9690.9,3478.8,798754.66,10.44,12.0,0.0,19.0
9152.2,5048.1,800696.1,16.22,8.0,0.0,15.0
10532.5,4110.2,798889.38,10.26,17.0,0.0,25.0
19455.0,14321.8,998237.48,14.85,12.0,1.0,21.0
8260.4,4572.7,801773.3,18.46,17.0,0.0,27.0
19148.6,0.0,999386.01,13.09,13.0,1.0,22.0
10701.1,6368.7,798609.91,10.44,13.0,0.0,20.0
10051.8,7526.2,801164.94,12.96,16.0,0.0,24.0
20403.9,15365.9,999356.58,15.31,12.0,1.0,21.0
21318.5,4126.2,999282.81,15.42,8.0,1.0,16.0
18303.0,14392.1,996407.53,15.51,14.0,1.0,23.0
20557.6,14328.0,1000129.48,12.46,7.0,1.0,15.0
9504.9,6048.6,800014.82,8.34,15.0,0.0,22.0
10176.0,6306.8,800266.9,11.83,15.0,0.0,23.0
10681.3,2136.3,797627.14,15.36,11.0,0.0,19.0
9856.9,1210.5,798784.38,4.35,17.0,0.0,24.0
10174.7,2407.8,799766.67,4.84,9.0,0.0,14.0
9695.4,5100.4,799818.67,9.62,12.0,0.0,19.0
21208.3,1751.1,1001753.56,14.56,13.0,1.0,22.0
9871.5,2613.0,800859.47,5.31,7.0,0.0,12.0
10484.7,6869.3,800028.49,6.91,14.0,0.0,21.0
20775.8,15020.7,1001183.67,13.17,11.0,1.0,20.0
9537.8,3960.1,800024.86,11.55,10.0,0.0,17.0
10700.2,7428.0,800743.56,16.15,12.0,0.0,20.0
9663.8,6505.7,798929.3,11.85,13.0,0.0,21.0
8534.8,4775.0,800974.44,8.31,14.0,0.0,21.0
10115.8,7872.8,800198.02,9.06,15.0,0.0,22.0
9109.6,4892.2,799264.26,9.72,18.0,0.0,26.0
11696.2,5962.8,800617.97,10.23,14.0,0.0,22.0
9826.7,6090.3,799152.47,7.38,14.0,0.0,21.0
20086.7,10429.6,1001321.99,13.45,8.0,1.0,16.0
10211.0,6874.1,799238.75,15.43,14.0,0.0,23.0
9834.3,5281.4,800765.86,5.37,15.0,0.0,22.0
10963.4,6024.9,800036.1,10.68,18.0,0.0,26.0
19162.6,11792.4,999334.34,12.1,13.0,1.0,22.0
21629.2,15341.6,998557.06,12.03,7.0,1.0,15.0
10142.6,6828.0,800000.97,6.02,11.0,0.0,17.0
10758.6,3439.8,800322.46,3.48,18.0,0.0,25.0
10174.1,2854.6,798540.33,22.0,14.0,0.0,24.0
20493.3,9592.6,999404.82,20.17,12.0,1.0,22.0
20435.1,202.3,1000507.41,19.16,12.0,1.0,22.0
9031.3,3010.4,799554.36,16.45,17.0,0.0,26.0
10372.3,7100.3,799782.13,13.58,13.0,0.0,21.0
9142.5,5989.9,801055.5,22.73,12.0,0.0,21.0
21905.6,1239.9,1000284.68,14.35,9.0,1.0,17.0
9051.0,6093.2,800183.8,5.74,9.0,0.0,14.0
20592.4,12420.8,999710.47,15.59,9.0,1.0,18.0
10278.9,7784.0,800353.78,10.6,13.0,0.0,20.0
10007.1,6879.9,799229.31,0.63,12.0,0.0,17.0
10790.0,1325.1,799951.65,11.69,16.0,0.0,24.0
10793.8,4661.0,798245.07,11.25,10.0,0.0,17.0
8727.4,3623.7,798702.96,5.27,15.0,0.0,22.0
17100.5,5775.7,999740.91,14.61,11.0,1.0,19.0
10674.4,2587.7,799033.48,15.57,17.0,0.0,26.0
11099.1,4608.4,799065.17,14.82,10.0,0.0,18.0
9039.5,347.7,800567.77,17.72,18.0,0.0,28.0
9494.4,4929.8,801315.27,19.34,17.0,0.0,27.0
21121.5,15489.1,1000678.12,12.55,9.0,1.0,17.0
10427.8,496.6,801534.45,7.52,14.0,0.0,21.0
10674.7,698.3,798969.84,0.53,16.0,0.0,22.0
9068.9,3856.9,802089.23,8.35,17.0,0.0,25.0
18941.5,14962.2,998663.09,17.31,10.0,1.0,19.0
8588.6,4184.2,800039.63,19.62,18.0,0.0,28.0
11040.6,6362.4,798899.46,10.95,18.0,0.0,27.0
9729.7,6303.7,800117.23,6.22,18.0,0.0,25.0
11338.6,7387.9,799669.28,6.97,17.0,0.0,25.0
9590.0,2690.7,799319.65,13.44,18.0,0.0,27.0
8568.8,5831.2,802116.68,15.67,14.0,0.0,22.0
9288.3,2653.8,800417.33,12.73,16.0,0.0,24.0
10321.0,7346.6,798352.29,16.54,11.0,0.0,19.0
11429.1,8163.6,800048.87,5.8,14.0,0.0,21.0
10202.9,4596.9,800390.07,9.81,14.0,0.0,21.0
9669.5,3308.0,801491.0,7.34,17.0,0.0,24.0
9943.0,4895.8,799956.15,7.43,17.0,0.0,25.0
10032.0,6410.3,800981.57,-1.38,16.0,0.0,22.0
9753.1,5359.8,799617.01,14.93,13.0,0.0,21.0
10945.8,4997.0,799059.43,10.35,17.0,0.0,25.0
20797.6,7024.4,999474.1,14.06,6.0,1.0,14.0
10803.0,314.7,799693.38,13.87,17.0,0.0,26.0
9226.4,5366.0,800037.51,12.44,16.0,0.0,24.0
9910.6,648.4,799507.73,7.32,17.0,0.0,24.0
10256.5,2366.9,801231.16,9.88,11.0,0.0,18.0
9848.8,7257.0,799874.6,7.22,14.0,0.0,21.0
10013.5,1805.7,801020.46,10.9,17.0,0.0,25.0
10646.6,5600.8,799728.04,7.35,16.0,0.0,23.0
9616.6,6648.5,801362.96,9.21,16.0,0.0,24.0
21641.4,9684.8,1001477.67,16.69,9.0,1.0,18.0
20265.2,15606.5,999662.07,14.46,13.0,1.0,22.0
19944.5,4240.2,1000332.13,12.48,9.0,1.0,17.0
11682.4,8087.8,801169.47,13.15,19.0,0.0,28.0
10399.9,5798.2,799128.78,5.77,10.0,0.0,16.0
9848.1,4692.0,800115.67,3.05,19.0,0.0,26.0
20403.4,5618.3,999901.89,16.54,11.0,1.0,20.0
10481.5,5418.0,800653.57,11.81,14.0,0.0,22.0
11880.0,7755.0,798505.47,2.65,14.0,0.0,20.0
10512.3,6717.2,801115.48,9.22,10.0,0.0,17.0
11808.0,1968.0,799233.63,10.8,18.0,0.0,27.0
10313.5,6630.1,799736.01,9.87,14.0,0.0,21.0
11626.2,3875.4,797117.98,11.34,13.0,0.0,21.0
8952.8,4938.1,800114.86,9.68,14.0,0.0,21.0
9038.7,1246.7,797865.11,9.59,20.0,0.0,28.0
9124.6,3910.5,797834.91,13.47,10.0,0.0,17.0
20391.6,4460.7,1000555.45,13.07,12.0,1.0,21.0
11335.9,4783.4,801738.57,21.89,18.0,0.0,29.0
8103.8,3699.6,800814.28,-1.14,14.0,0.0,19.0
19736.6,759.1,998886.03,12.86,9.0,1.0,17.0
9625.4,4689.3,799887.57,7.77,21.0,0.0,29.0
10736.8,3530.9,798076.9,7.91,13.0,0.0,20.0
10612.4,4967.5,801084.84,12.09,17.0,0.0,26.0
9950.3,6633.5,801545.96,11.52,16.0,0.0,24.0
11494.3,4442.6,799108.89,10.73,17.0,0.0,25.0
11647.4,4545.3,800546.66,10.63,18.0,0.0,27.0
9234.3,5017.7,800451.41,2.84,16.0,0.0,22.0
19032.7,14250.6,998768.47,12.77,8.0,1.0,16.0
12034.3,5235.3,801781.88,9.11,12.0,0.0,19.0
9920.4,6932.3,799573.69,2.24,18.0,0.0,25.0
8828.7,4584.1,802776.68,11.34,16.0,0.0,24.0
11849.2,7540.4,799246.87,8.77,17.0,0.0,25.0
7829.5,1411.9,799239.67,5.43,15.0,0.0,21.0
20581.0,15150.7,999516.45,15.96,11.0,1.0,20.0
21650.7,15636.6,1000628.82,13.42,8.0,1.0,16.0
8992.0,2614.7,799342.52,10.83,19.0,0.0,27.0
9975.9,4833.7,800630.68,15.82,14.0,0.0,23.0
9469.7,3156.6,796874.14,12.22,17.0,0.0,25.0
9006.3,4949.4,799817.64,6.76,13.0,0.0,19.0
18045.4,8238.1,1000364.0,13.01,9.0,1.0,17.0
20188.8,12240.5,999651.58,14.89,11.0,1.0,20.0
10468.0,5666.2,800184.65,4.44,14.0,0.0,20.0
18996.0,6160.9,999715.27,13.99,15.0,1.0,24.0
7940.0,2946.3,801041.45,7.79,17.0,0.0,24.0
20641.6,8846.4,999522.42,18.27,11.0,1.0,21.0
7753.1,3693.9,800504.26,16.66,13.0,0.0,21.0
7982.0,4069.3,801040.49,10.71,17.0,0.0,25.0
8650.9,6136.1,801910.83,10.81,13.0,0.0,20.0
9797.9,1959.6,799073.21,13.91,13.0,0.0,21.0
10784.4,1871.7,798929.93,0.02,17.0,0.0,23.0
10505.3,1370.3,800436.99,13.33,13.0,0.0,21.0
9283.6,4862.8,800821.98,7.88,13.0,0.0,20.0
10917.5,6602.3,799832.29,11.99,12.0,0.0,20.0
10451.7,5743.7,799466.88,6.64,16.0,0.0,23.0
9104.5,5909.9,800230.7,18.16,18.0,0.0,28.0
10542.4,5592.9,798828.63,5.25,10.0,0.0,16.0
10718.9,6704.3,800358.82,4.45,16.0,0.0,23.0
11160.4,7072.3,798861.49,4.08,16.0,0.0,23.0
21556.2,7558.7,999836.1,16.02,9.0,1.0,18.0
10295.1,6040.9,798419.22,15.99,14.0,0.0,23.0
9460.6,2936.0,799689.6,9.75,13.0,0.0,20.0
10067.6,4039.1,800596.9,7.87,14.0,0.0,21.0
11310.5,4956.3,800484.37,6.24,17.0,0.0,24.0
9806.9,3934.5,800069.16,11.45,18.0,0.0,26.0
9792.7,6742.0,800544.98,8.97,11.0,0.0,18.0
8483.2,4746.1,800579.89,10.67,21.0,0.0,30.0
10455.3,5569.6,798881.12,17.92,12.0,0.0,21.0
11837.2,6432.1,801349.83,6.62,19.0,0.0,27.0
9796.4,5197.2,800384.34,13.06,16.0,0.0,24.0
18817.2,15801.6,997753.35,17.09,9.0,1.0,18.0
10449.6,1594.0,799032.92,12.97,13.0,0.0,21.0
10039.7,4134.0,800562.2,8.95,10.0,0.0,16.0
10644.1,7084.2,799826.83,17.55,19.0,0.0,29.0
19899.8,13851.2,1000074.3,14.79,7.0,1.0,15.0
8549.9,5496.4,799425.58,15.07,12.0,0.0,20.0
9412.5,2689.3,800491.41,13.78,17.0,0.0,26.0
11188.9,6748.9,800239.41,10.75,14.0,0.0,22.0
8113.4,5417.9,798924.37,18.65,13.0,0.0,22.0
10809.4,8407.3,799749.5,3.88,13.0,0.0,19.0
8496.7,6367.2,799272.77,1.49,20.0,0.0,27.0
9594.8,4048.7,800585.71,25.27,14.0,0.0,24.0
8861.1,6553.5,799831.71,15.35,12.0,0.0,20.0
18455.7,12178.3,998648.52,12.22,13.0,1.0,22.0
9082.1,4327.1,798568.3,11.04,17.0,0.0,25.0
10889.6,2823.2,800428.07,17.76,13.0,0.0,22.0
10253.8,394.4,800405.64,12.26,20.0,0.0,29.0
19279.5,5983.3,1000523.25,13.33,14.0,1.0,23.0
11368.7,7488.6,800070.74,1.76,15.0,0.0,21.0
12382.7,7286.9,798796.6,6.3,11.0,0.0,17.0
20634.7,10213.1,1000054.87,15.22,7.0,1.0,15.0
20618.8,7568.9,1001859.43,15.14,7.0,1.0,15.0
20326.3,6775.4,998955.79,15.71,11.0,1.0,20.0
10088.5,1315.9,799732.68,11.05,16.0,0.0,24.0
11237.2,7736.5,799600.75,1.5,16.0,0.0,22.0
10384.3,5706.7,799970.98,8.93,16.0,0.0,24.0
9815.5,4883.1,800941.71,10.13,17.0,0.0,25.0
19524.3,4733.2,999635.23,17.56,9.0,1.0,18.0
11437.3,8269.1,802257.13,7.05,15.0,0.0,22.0
19906.3,13181.2,1001901.86,16.01,11.0,1.0,20.0
10365.1,4670.0,798984.15,7.38,19.0,0.0,27.0
20374.7,12568.3,999977.57,16.1,10.0,1.0,19.0
10782.5,1566.7,800490.86,11.24,20.0,0.0,29.0
10207.7,4599.1,798911.14,5.22,17.0,0.0,24.0
19334.4,9903.0,1000503.8,8.72,7.0,1.0,14.0
11050.4,7253.0,798997.74,14.23,10.0,0.0,18.0
10091.9,4780.4,799529.69,12.66,15.0,0.0,23.0
20046.3,13133.8,998065.53,14.46,13.0,1.0,22.0
18810.6,13278.1,1001980.24,16.99,9.0,1.0,18.0
19268.2,13683.2,1000690.47,14.2,12.0,1.0,21.0
22369.8,8300.7,1000244.16,13.43,10.0,1.0,19.0
9018.0,5785.7,799298.04,16.51,16.0,0.0,25.0
20162.8,4410.6,1000165.72,15.35,13.0,1.0,22.0
10029.8,4198.5,800035.91,5.62,14.0,0.0,21.0
8695.9,3944.0,799567.12,12.88,11.0,0.0,18.0
10616.1,4407.9,800601.71,13.79,15.0,0.0,23.0
9056.1,6831.0,800910.1,10.07,13.0,0.0,20.0
19152.8,15352.6,999666.24,14.95,13.0,1.0,22.0
20731.3,15401.9,1000382.11,18.0,11.0,1.0,20.0
9375.3,3588.1,799551.62,16.02,15.0,0.0,24.0
9330.2,5442.6,798199.27,13.42,15.0,0.0,23.0
11652.6,7238.7,798945.63,10.91,15.0,0.0,23.0
9911.9,1440.2,800009.35,8.09,21.0,0.0,29.0
11429.2,4585.4,801423.81,8.0,17.0,0.0,25.0
10137.6,1895.6,799804.84,11.89,13.0,0.0,21.0
9815.3,6597.2,800054.53,13.08,17.0,0.0,26.0
9721.7,4350.6,799296.04,8.33,17.0,0.0,25.0
11222.6,6364.3,800145.21,6.39,17.0,0.0,24.0
19733.6,15579.2,1000055.39,13.77,8.0,1.0,16.0
20107.3,14951.6,999870.47,14.12,8.0,1.0,16.0
9712.7,549.8,800654.35,11.91,12.0,0.0,19.0
10389.0,6453.8,801619.43,3.66,12.0,0.0,18.0
8799.3,6058.1,800673.91,7.96,13.0,0.0,20.0
18744.2,13404.0,999171.84,16.02,8.0,1.0,16.0
11267.9,7300.3,798999.73,9.08,15.0,0.0,23.0
9119.2,1994.8,798075.45,10.01,11.0,0.0,18.0
11661.7,7863.1,799888.98,11.47,12.0,0.0,19.0
10449.3,4545.7,799551.05,18.15,17.0,0.0,27.0
10675.9,6439.4,797736.99,18.87,9.0,0.0,17.0
10704.5,6725.1,799734.63,11.07,13.0,0.0,21.0
8979.9,5565.5,802208.22,18.94,16.0,0.0,26.0
11330.3,2266.1,801094.47,15.04,16.0,0.0,25.0
10744.6,5372.3,799143.17,10.24,13.0,0.0,20.0
9742.8,374.7,801145.17,9.91,14.0,0.0,21.0
9246.7,4405.5,799495.92,4.42,16.0,0.0,23.0
10744.9,3435.4,801045.22,8.58,16.0,0.0,24.0
21848.5,15862.6,999452.21,16.33,9.0,1.0,18.0
8976.5,4896.3,799419.79,3.9,18.0,0.0,25.0
11917.9,7836.4,800096.8,8.4,9.0,0.0,15.0
8840.9,4894.1,799988.66,17.27,13.0,0.0,22.0
9940.1,6312.3,800768.33,1.86,18.0,0.0,25.0
11086.4,2813.0,799536.6,10.91,22.0,0.0,31.0
8908.0,2309.5,799179.64,12.73,13.0,0.0,21.0
19222.7,5965.7,1001352.77,13.61,12.0,1.0,21.0
10232.4,4731.1,800335.76,6.96,13.0,0.0,20.0
19895.3,3315.9,998705.33,13.21,16.0,1.0,25.0
10884.2,6025.2,800231.49,6.84,18.0,0.0,26.0
9444.9,699.6,801393.41,7.4,17.0,0.0,24.0
9590.0,5957.4,800999.89,16.96,18.0,0.0,28.0
9436.0,6652.5,798524.85,10.4,16.0,0.0,24.0
9698.4,4219.1,800162.57,13.49,15.0,0.0,23.0
9270.3,270.0,800122.61,9.02,20.0,0.0,28.0
10629.9,6721.8,799436.62,13.49,17.0,0.0,26.0
9570.1,5335.5,800509.55,8.54,11.0,0.0,17.0
9591.4,5611.6,799643.37,14.9,10.0,0.0,18.0
10423.5,6254.1,800114.93,13.29,16.0,0.0,25.0
11660.2,4636.0,799803.43,8.15,19.0,0.0,27.0
18012.5,10077.5,999194.94,17.29,12.0,1.0,21.0
8204.2,5839.9,799768.58,17.75,17.0,0.0,26.0
19374.2,7033.9,1000790.14,15.66,8.0,1.0,16.0
10058.5,6035.1,799861.85,7.14,18.0,0.0,26.0
9592.3,4111.0,800235.38,7.69,14.0,0.0,21.0
8557.3,5253.3,798487.34,13.73,12.0,0.0,20.0
18839.7,8871.6,1000216.95,13.66,9.0,1.0,17.0
9452.2,936.7,802735.03,15.55,16.0,0.0,25.0
17791.2,14175.1,998965.0,15.14,12.0,1.0,21.0
9491.1,3121.2,799601.57,8.43,20.0,0.0,28.0
10516.5,2726.5,799441.1,14.89,14.0,0.0,22.0
9448.9,5322.7,801324.28,9.11,12.0,0.0,19.0
10572.5,5995.7,800916.12,15.22,17.0,0.0,26.0
10897.8,6118.1,798727.94,4.94,19.0,0.0,27.0
9202.2,4756.7,799251.33,9.3,13.0,0.0,20.0
8965.2,3984.5,800006.7,15.74,12.0,0.0,20.0
10140.0,6384.4,799129.27,13.55,17.0,0.0,26.0
11492.9,4999.7,800625.62,8.12,16.0,0.0,24.0
8096.3,311.4,799875.97,8.67,13.0,0.0,20.0
10801.7,514.4,801752.71,9.08,13.0,0.0,20.0
10356.3,6722.5,799862.65,10.07,19.0,0.0,27.0
10007.9,6556.9,798288.1,12.19,13.0,0.0,21.0
9245.5,6493.9,799942.92,10.81,13.0,0.0,20.0
10428.9,5366.3,799116.56,13.37,8.0,0.0,15.0
9790.9,2895.9,800442.73,5.55,19.0,0.0,27.0
10565.0,5004.5,801014.95,12.89,11.0,0.0,18.0
18760.6,9609.1,998715.49,15.93,8.0,1.0,16.0
10406.0,495.5,799477.09,3.9,15.0,0.0,21.0
8386.9,5494.9,800173.74,5.7,13.0,0.0,19.0
21024.5,13724.3,999243.84,15.47,12.0,1.0,21.0
10858.8,1958.1,800030.57,4.55,13.0,0.0,19.0
9782.2,7166.6,801432.03,7.38,15.0,0.0,22.0
10298.7,5508.6,798714.53,8.15,20.0,0.0,28.0
9266.0,2786.3,800199.35,15.37,17.0,0.0,26.0
9508.8,6274.5,799595.37,14.2,14.0,0.0,22.0
10396.8,4057.3,799251.93,3.83,17.0,0.0,24.0
10441.0,6545.1,799745.66,17.67,17.0,0.0,27.0
8728.7,6831.2,801314.64,4.82,19.0,0.0,26.0
10223.6,5945.9,800708.22,9.58,14.0,0.0,21.0
19628.0,13971.5,997865.73,14.65,13.0,1.0,22.0
10638.0,1773.0,800660.92,13.01,17.0,0.0,26.0
12783.6,6359.7,799403.12,14.83,16.0,0.0,25.0
10273.7,934.0,799432.57,10.55,17.0,0.0,25.0
10582.6,5343.7,800247.69,8.13,15.0,0.0,22.0
10342.1,6497.5,800455.02,2.56,14.0,0.0,20.0
10697.9,5651.7,799351.37,4.12,17.0,0.0,24.0
10150.8,4448.1,800242.42,7.45,15.0,0.0,22.0
11462.7,6345.4,799559.31,4.09,17.0,0.0,24.0
20669.4,14290.0,998559.54,14.62,10.0,1.0,19.0
11133.0,5594.2,800506.52,10.12,16.0,0.0,24.0
10116.1,4464.6,800758.89,6.97,14.0,0.0,21.0
9744.1,4390.2,801576.44,7.64,14.0,0.0,21.0
11280.2,6199.0,799618.42,8.38,16.0,0.0,24.0
11482.5,7337.2,799737.07,13.74,14.0,0.0,22.0
19653.3,6723.5,999656.79,15.45,10.0,1.0,19.0
8167.7,3752.7,801231.15,13.23,18.0,0.0,27.0
10736.9,4307.6,800499.87,6.4,13.0,0.0,20.0
11713.6,7898.1,801482.03,20.98,18.0,0.0,29.0
9530.2,6255.2,799980.12,-1.72,17.0,0.0,23.0
9087.7,3299.4,801108.43,13.49,17.0,0.0,26.0
8900.2,1664.3,799796.05,11.75,15.0,0.0,23.0
12062.3,6372.5,799046.38,20.84,15.0,0.0,25.0
7682.0,4467.8,801411.54,9.28,12.0,0.0,19.0
10728.1,6331.3,799510.05,9.64,21.0,0.0,30.0
10156.2,7279.1,802051.6,-0.53,21.0,0.0,28.0
11687.8,6584.0,799712.85,7.67,10.0,0.0,16.0
19623.4,14202.6,1000301.05,15.07,9.0,1.0,17.0
12245.7,4733.0,799227.78,9.59,12.0,0.0,19.0
19538.2,1278.2,1000390.4,16.61,9.0,1.0,18.0
10648.2,4310.0,800772.44,2.81,15.0,0.0,21.0
8334.0,3678.1,801723.59,12.09,15.0,0.0,23.0
9947.4,3611.5,800300.54,14.95,12.0,0.0,20.0
10401.2,1586.6,798477.57,11.99,19.0,0.0,28.0
10660.1,6181.1,800955.78,13.61,16.0,0.0,25.0
19900.3,15920.2,999373.53,15.27,10.0,1.0,19.0
10663.8,5903.2,799857.92,11.75,17.0,0.0,25.0
9079.8,4584.8,799436.49,14.41,19.0,0.0,28.0
9112.2,4186.7,800075.0,8.21,14.0,0.0,21.0
8730.6,5423.6,799637.06,12.93,16.0,0.0,24.0
19651.6,16476.9,1001153.25,16.02,10.0,1.0,19.0
10887.2,7637.3,801080.45,5.05,19.0,0.0,27.0
10942.1,7479.4,800001.87,21.67,16.0,0.0,26.0
11052.3,3157.8,800820.12,14.35,16.0,0.0,25.0
10244.0,5809.4,797793.78,7.1,17.0,0.0,24.0
8976.4,6171.3,800874.82,15.16,22.0,0.0,32.0
11769.0,3115.3,800651.78,11.84,18.0,0.0,27.0
12076.6,1483.1,799704.19,3.37,18.0,0.0,25.0
10587.2,3235.0,800202.44,7.31,14.0,0.0,21.0
8822.9,6048.4,801331.42,13.11,19.0,0.0,28.0
10542.4,6503.2,798386.37,-0.32,20.0,0.0,27.0
9455.7,3066.7,801299.05,8.57,12.0,0.0,19.0
19835.8,13656.4,999794.03,17.81,11.0,1.0,20.0
9639.0,3935.4,797711.62,4.07,13.0,0.0,19.0
8960.6,5725.7,799405.68,4.95,10.0,0.0,16.0
11270.4,7770.3,799465.91,-1.11,17.0,0.0,23.0
11789.5,6406.2,799744.4,13.68,19.0,0.0,28.0
19642.7,2709.3,1000753.53,15.03,14.0,1.0,23.0
10606.9,6961.9,802132.91,12.66,17.0,0.0,26.0
10876.2,3527.4,800863.04,15.03,12.0,0.0,20.0
11848.0,6413.1,798858.74,15.39,12.0,0.0,20.0
19293.3,3215.6,1000878.46,12.31,11.0,1.0,19.0
19473.4,7599.4,1001053.18,13.09,11.0,1.0,19.0
10092.9,4485.7,799552.63,6.31,14.0,0.0,21.0
8722.7,4665.6,801284.32,-0.51,13.0,0.0,18.0
10777.2,3912.7,801240.36,20.83,14.0,0.0,24.0
20594.7,792.1,998699.24,17.85,10.0,1.0,19.0
10214.5,6843.4,798590.45,7.27,22.0,0.0,30.0
9076.8,3575.7,800645.32,11.15,12.0,0.0,19.0
11069.6,7588.6,800425.32,10.88,15.0,0.0,23.0
9022.1,6726.4,800328.0,12.34,18.0,0.0,27.0
9490.3,2945.3,800604.35,12.11,12.0,0.0,19.0
10224.9,7461.4,799692.36,9.3,14.0,0.0,21.0
11606.6,227.6,799391.28,-3.38,15.0,0.0,20.0
9932.9,5614.2,800515.04,5.65,13.0,0.0,19.0
8261.9,2360.5,799318.39,14.21,14.0,0.0,22.0
9948.0,1658.0,800141.39,10.9,13.0,0.0,20.0
20839.1,6946.4,1001673.94,14.09,7.0,1.0,15.0
9857.8,6470.2,799307.61,5.84,18.0,0.0,25.0
9439.4,449.5,798910.1,2.32,15.0,0.0,21.0
8332.4,1873.2,798066.23,13.08,14.0,0.0,22.0
9931.5,820.0,800227.28,7.0,19.0,0.0,27.0
9996.1,6334.5,801602.65,9.86,16.0,0.0,24.0
9673.4,5131.9,799980.34,7.55,14.0,0.0,21.0
20850.9,12015.8,1001552.78,13.98,10.0,1.0,19.0
20196.0,15376.0,1000426.73,16.34,9.0,1.0,18.0
21457.5,13329.7,1001160.72,13.81,13.0,1.0,22.0
10234.2,7569.0,799382.77,7.34,14.0,0.0,21.0
8947.4,175.4,800522.75,6.22,11.0,0.0,17.0
22563.1,18095.2,999727.41,15.19,10.0,1.0,19.0
9271.9,5960.5,799392.96,2.06,15.0,0.0,21.0
11314.0,6100.2,800444.57,-0.39,14.0,0.0,19.0
12036.7,6663.2,800480.72,2.99,21.0,0.0,29.0
11170.4,7251.0,802453.64,1.88,20.0,0.0,27.0
21183.7,5256.1,1000266.42,16.63,11.0,1.0,20.0
8999.9,3578.3,801672.33,12.42,15.0,0.0,23.0
9786.0,4096.5,798275.08,8.02,11.0,0.0,17.0
11226.7,6699.8,801411.26,10.89,12.0,0.0,19.0
8826.9,5324.2,799082.01,9.78,14.0,0.0,21.0
8394.5,5076.5,798997.76,12.42,12.0,0.0,19.0
9606.3,6074.6,799932.28,1.86,14.0,0.0,20.0
9804.4,5446.9,800081.31,9.56,18.0,0.0,26.0
10198.8,6306.1,799902.91,9.48,10.0,0.0,17.0
20979.5,12719.9,1001213.23,12.93,9.0,1.0,17.0
10786.4,6920.3,799469.77,9.66,18.0,0.0,26.0
21292.1,16351.9,1001260.1,12.85,14.0,1.0,23.0
9860.1,4412.5,799787.92,10.35,11.0,0.0,18.0
18794.2,13822.2,998529.28,14.53,13.0,1.0,22.0
10995.4,4920.6,798354.07,15.14,15.0,0.0,24.0
10468.8,4274.2,800887.77,16.44,14.0,0.0,23.0
